X,Y
1,0.2961954877707348
2,0.2610197014983965
3,0.10628994069418554
4,0.14882460434386777
5,0.05244379365529473
6,0.2246010352312704
7,0.1385531613362885
8,-0.028380193908026524
9,-0.08752515319179661
10,0.028202965912556655
11,-0.059772365004826127
12,-0.11112742706418699
13,-0.1602379888574428
14,-0.2138177628539365
15,-0.16709166494821703
16,-0.13252549125163218
17,0.046652039657493115
18,-0.21297281154915187
19,-0.11219534883999199
20,-0.13544188334733392
21,-0.2134991372305902
22,-0.11593981074988574
23,0.09541526834988762
24,0.08176338408598724
25,-0.0016557462910721202
26,0.0193407994039772
27,-0.01778236531359857
28,-0.0537011807595695
29,-0.01508162056317164
30,0.09043602399776131
31,0.055255699557581056
32,0.03868133980033624
33,0.030431573935572945
34,0.02956450823996975
35,0.043999549109092526
36,0.0768920591496102
37,0.10504078700538569
38,-0.05188070918674518
39,0.011007608223249522
40,0.02129306497072983
41,0.015523753112445152
42,0.05675475986229811
43,0.15706898071658795
44,-0.02799783763862676
45,-0.0016941542345166192
46,0.010215717958570875
47,0.17059732802664415
48,-0.018311080485301105
49,0.07233249253911496
50,-0.017763653213548593
51,-0.026326707942386517
52,-0.008309532867507598
53,0.03656872813189035
54,0.03501928568750649
55,-0.08416132341228667
56,-0.07337061709799551
57,-0.05016713397322612
58,-0.05402363224050542
59,-0.03850751159800305
60,-0.018819675341930204
61,-0.11078526107928185
62,-0.04394584024895129
63,-0.11620618613448633
64,-0.04085272232301057
65,-0.13308832129594722
66,-0.04255820380371315
67,-0.07453101345146831
68,-0.041914980598957666
69,-0.005316873269363408
70,-0.02024736468050756
71,0.012719290803459037
72,-0.022405029964982084
73,-0.022329082190882893
74,-0.018414007289757287
75,-0.0258194079557557
76,-0.011412601554150852
77,-0.0032753789243888808
78,-0.0019807000519368656
79,0.015617044910849524
80,-0.014814113316552456
81,0.0126520566177021
82,-0.00799581724792596
83,-0.004459660787305951
84,-0.009490368063162759
85,-0.009072445415440672
86,-0.0001058841706471348
87,-0.008318437698514739
88,0.002089944510972913
89,0.0003574436668306896
