X,Y
1,0.5197996571508428
2,0.28968579113861753
3,0.09210467761352034
4,0.12673756671139955
5,0.1085767280762243
6,0.17720307995355106
7,0.15287747470935983
8,0.06717855659192142
9,-0.05798902415665611
10,-0.07440475728933323
11,-0.1422909238819684
12,-0.18620513653759588
13,-0.22582981994169876
14,-0.3083078881043216
15,-0.30747767266662107
16,-0.19778869752277067
17,-0.15330912895283808
18,-0.16547386138120238
19,-0.229798120725196
20,-0.27593887722200333
21,-0.21232582289147878
22,-0.22105850508746744
23,-0.07394907541417399
24,-0.0019144819405739139
25,0.06344022811386206
26,0.017762717642912977
27,0.06109424017185923
28,0.010432487742190407
29,0.13914929512882052
30,0.18904383356621862
31,0.22068477172971893
32,0.1635921700880954
33,0.11746069209486149
34,0.2092647224076282
35,0.19446809240528354
36,0.15275564094572588
37,0.10413957831752138
38,0.10861315920749533
39,0.09041077670187779
40,0.10465250385922666
41,0.11464205260267238
42,0.10868602859405249
43,-0.07632602537937033
44,-0.19818895421527458
45,-0.18913622122345453
46,-0.11608841668084452
47,-0.052121279345893876
48,-0.0185298629067258
49,-0.0932410232424685
50,-0.19895273953936143
51,-0.22903017813869872
52,-0.155546962787302
53,-0.1037357925705298
54,-0.06952296305699088
55,0.02218976042706554
56,0.023559930654932264
57,0.03141372117042275
58,0.008096347520656709
59,0.021394938460604827
60,-0.057901691750879655
61,-0.053902522204948095
62,-0.059288253988953155
63,-0.052616520336314955
64,0.0017827759320935554
65,0.09296249599702501
66,0.07314126117511593
67,0.0314823963213165
68,-0.01331354972031812
69,-0.00977146256635034
70,-0.057045280285720354
71,0.004755856078084318
72,0.04525972942599839
73,0.03257774814641219
74,0.0007893127726513331
75,-0.013984637760245387
76,0.011677988716790638
77,0.0014347186660799726
78,-0.005723832602243569
79,-0.010275477448287489
80,0.01298514328455014
81,0.0215857094333297
82,0.02251286777489605
83,0.0013515186207421587
84,-0.007953010042749722
85,-0.010255230524908534
86,0.003597024560586044
87,0.009180755213116152
88,0.006336612420139561
89,0.0019885459966641657
