X,Y
1,0.3973303231113872
2,0.41095451057141774
3,0.23643698045455547
4,0.16545329300021838
5,0.06802395823522629
6,0.18871387349378946
7,0.1214234941566352
8,0.20233982867055972
9,0.06574428346121464
10,0.012416978129632708
11,-0.19819991036658596
12,-0.24054043438468362
13,-0.27589234646946004
14,-0.27598212975085734
15,-0.24785554822310493
16,-0.07882985299225201
17,-0.14915633389773045
18,-0.2371085250762811
19,-0.2106844612360305
20,-0.25596402000435003
21,-0.16403581501469788
22,-0.16552767687715653
23,-0.03436831613162289
24,-0.005283584056692903
25,0.061015112657800956
26,-0.03596264923154291
27,-0.0332315359514712
28,-0.0722167231615995
29,0.03478527733781862
30,-0.06415311729862254
31,0.0326401341139633
32,0.06472408484046646
33,0.11075508640207318
34,0.08904478552902344
35,0.10355511445804606
36,0.054349331267655496
37,0.07534760130553378
38,0.061378969745832686
39,0.12893496818258343
40,0.0482243072741746
41,0.1356065904001822
42,0.08180302755670289
43,0.0963388889474021
44,0.024448881838933664
45,0.13024235067600978
46,-0.014369978905498407
47,-0.015356971244075007
48,0.025068666168930186
49,0.030668719392849295
50,0.02555314293126555
51,-0.012184852248717713
52,-0.031260914696001924
53,-0.009124657816976493
54,-0.11401723027633079
55,-0.08311184250422307
56,-0.10898418737476882
57,-0.06992110910150152
58,0.002125757129855071
59,-0.014446730168824697
60,0.017656841164911796
61,-0.02257177433220542
62,-0.027394884023683834
63,-0.07768199504896095
64,-0.09298273491107636
65,-0.05293975325781451
66,-0.025059487399307093
67,-0.05771440992914381
68,0.021731251623049973
69,0.0034920980248318613
70,-0.008396622279015968
71,-0.020469809419110092
72,-0.04441938777657509
73,-0.0454855624580793
74,-0.008617154209345545
75,-0.051985495785154066
76,-0.006343731729468877
77,-0.008030589346203359
78,-0.005125158628329553
79,0.005775188684928205
80,-0.012047416366454455
81,-0.008486132479008755
82,-0.008071983085485585
83,-0.00913331986237709
84,-0.011209079072875796
85,-0.00441949779274747
86,-0.0051012709790825275
87,-0.0007353332952145018
88,-0.0010651913617418989
89,-0.0008444716493382962
