X,Y
1,0.13716107587501383
2,-0.06873207881638281
3,0.08173393434927625
4,0.13605207242352566
5,-0.08082683540506819
6,0.037161328678894594
7,-0.07728198903630926
8,-0.01331954768528818
9,-0.01644095704626992
10,-0.006989047974079432
11,-0.1763223154695928
12,0.02343771211225935
13,-0.14574342181494748
14,-0.18935291445940639
15,-0.14618587426161156
16,0.044805619229297024
17,-0.13201680833006943
18,-0.0929759299541666
19,0.06858442673444813
20,0.07273213921519135
21,0.023052709022299257
22,-0.004934933444053728
23,0.03295056743740446
24,-0.0246280718514397
25,0.0679873721407357
26,0.09659882543727792
27,0.05140029390494269
28,0.01692595235755695
29,0.12661183208510854
30,0.016538557792473815
31,0.04263750107944241
32,-0.023429413288563683
33,0.06695929115115971
34,0.02718669742370745
35,0.041554008394944636
36,-0.09408341359400478
37,-0.02185722059638667
38,0.026833126141900126
39,0.07048101014997644
40,-0.1071783706560168
41,0.06056401342869712
42,0.06604176315306293
43,-0.08110193947866084
44,-0.1931553057626147
45,-0.011261299018491886
46,-0.01919280915435849
47,-0.049991077062656535
48,-0.08999726653224949
49,0.021411132696628258
50,-0.08361075895194028
51,-0.020411534561789724
52,-0.0227236177334232
53,-0.012837985006036752
54,-0.0019313746146767169
55,-0.00530159899406121
56,-0.03428664226501467
57,0.05122525152302404
58,0.15267466902997018
59,0.032763370842089516
60,-0.016475765055134685
61,0.09716664869153616
62,-0.03848609781326006
63,-0.06307662626961055
64,-0.03112834283734577
65,0.010450992520651955
66,0.02316450040618702
67,0.014023503894379718
68,-0.002268332736300006
69,-0.009347463495276544
70,-0.023102229606779975
71,-0.09062765821174346
72,-0.024941964068231553
73,-0.026845803648056783
74,-0.04584850505386975
75,0.028990107608592962
76,0.012109875131146272
77,0.02709399773721449
78,0.03900775032166213
79,0.0007481931418070007
80,-0.011818698628879179
81,0.0147493921924643
82,-0.005626524795854633
83,-0.03689217813720321
84,0.007287085466711616
85,0.0078113279786951526
86,-0.006411545499992628
87,0.0026569892845077687
88,0.001762437552222609
89,-8.896706091693785e-05
