X,Y
1,0.4158255029597899
2,0.2151422555034694
3,-0.02295969325756163
4,0.03457481902166864
5,0.05094307292040004
6,0.13701086385244318
7,0.0815779501923408
8,0.08116902124226956
9,-0.09641362217822756
10,-0.09313128522958787
11,-0.14706234727964085
12,-0.20525594325792385
13,-0.14779852994711223
14,-0.26598960137962463
15,-0.22740098867361933
16,-0.0765707718283172
17,-0.02326044543754839
18,-0.05711169312546338
19,-0.13776704933026554
20,-0.3053918607073211
21,-0.17729895710262894
22,-0.16689054406351253
23,0.019314859930954473
24,0.05657943920541664
25,0.09690666525108373
26,0.011201155022880271
27,-0.025241521036083014
28,-0.11360038635923339
29,0.11069753890152516
30,0.13275132889389016
31,0.14800097170804388
32,0.11347911245097204
33,0.1017685182863015
34,0.16823400789804224
35,0.12655410222785315
36,0.1208837420145615
37,0.04338779876385196
38,0.07849426744978838
39,0.08206336981265032
40,0.1485924228397674
41,0.11218625271054923
42,0.11770779667590855
43,-0.03180641602469464
44,-0.1975915980106545
45,-0.2125510102295624
46,-0.1164546018412433
47,-0.018874942854765972
48,0.017636750833083276
49,-0.07808834238859899
50,-0.17205573428940268
51,-0.15983019150822017
52,-0.11758892958334317
53,-0.05106920683109731
54,-0.040948091450657226
55,0.024323556250881142
56,0.03773062998584816
57,0.07023412492833778
58,0.04203060717848614
59,0.05096920577541415
60,-0.04232266319726259
61,-0.030201302375947578
62,-0.06425867240203331
63,-0.03694368852598766
64,0.02183220224196942
65,0.0957559696584262
66,0.05860839894351394
67,0.007778625809980093
68,-0.04276317855363156
69,-0.034327684569424574
70,-0.04980341401071841
71,-0.002347022920936203
72,0.040611336768706326
73,0.02357461192406204
74,-0.00024373766939354935
75,-0.01988137565754993
76,-0.000270252450788506
77,-0.009262736322768854
78,-0.016064155512042898
79,-0.013110636187044005
80,0.019942299813759133
81,0.01700063103162538
82,0.02368791978727063
83,-0.0025337394735196364
84,-0.01407918977671438
85,-0.0153053918313699
86,0.008501205348130557
87,0.01241674972026942
88,0.004466884420747932
89,-0.0024253995138884613
