Y_pred
6714.7363
6738.308
6835.0586
6926.4053
6994.241
7131.055
7129.15
7132.2563
6841.732
6795.5244
6621.0615
6444.326
6423.119
6466.96
6804.8315
7141.4897
7331.5386
7546.8975
7592.5166
7696.404
7752.567
7918.857
8256.104
8360.32
8342.048
8463.005
8528.167
8577.572
8575.531
8276.022
8073.5186
7924.4854
7738.451
7459.378
7326.2866
7158.8345
6974.842
6726.767
6680.645
6431.1035
6360.078
6312.8486
6269.3667
6231.096
6262.0664
6293.354
6462.6177
6477.8623
6554.2173
6459.147
6660.2505
6575.764
6703.473
6892.335
6998.3477
7013.066
7155.211
7279.7246
7329.6714
7323.8057
7393.0293
7485.8086
7571.269
7610.3096
7688.899
7311.01
6997.978
6813.368
6598.0693
6508.082
6445.469
6389.8115
6375.588
6473.054
6501.0786
6545.6724
6554.356
6408.3916
6425.48
6515.533
6744.8447
6884.05
6931.4756
6969.082
6884.216
6727.719
6738.12
6906.3535
6903.0103
6873.464
