Y_pred
6721.211
6720.7505
6820.5464
6916.8164
6984.834
7127.029
7105.8467
7105.403
6765.876
6741.82
6554.2
6345.7725
6337.6597
6399.4746
6809.344
7132.7754
7284.1997
7493.3086
7513.6846
7625.5747
7685.4814
7863.153
8179.191
8259.638
8232.974
8382.501
8458.824
8519.304
8517.9
8135.2144
7916.2056
7766.8774
7564.823
7275.501
7165.449
6999.3076
6820.884
6600.638
6592.6284
6332.684
6285.0303
6248.4556
6208.8867
6183.278
6225.9316
6260.3306
6447.189
6452.828
6532.619
6409.535
6669.591
6549.633
6701.3047
6914.177
7017.1616
7014.6294
7169.241
7275.6987
7307.5933
7286.274
7369.144
7465.1494
7550.2637
7585.116
7668.8613
7200.29
6856.011
6679.6436
6476.941
6410.6206
6359.569
6307.4033
6299.306
6415.5107
6437.394
6480.596
6481.462
6307.3037
6337.674
6463.547
6766.4985
6907.986
6936.5347
6964.707
6846.3687
6652.8296
6680.8594
6898.7144
6883.2476
6841.3643
