KNN,SupportVectorRegression,ARIMA,XGBoost,ExtraTrees,BayesianRidge,LinearRegression,Ridge,ElasticNet,DecisionTree,LSTM,Lasso,GRU,MLP
6.624534994328072,-11.103542478694878,-16.757472210884913,-20.5056790377779,-30.909997838465593,41.791741251352356,69.12177912918982,70.01350069512915,70.01350069512915,-85.48358676693685,-154.49421777777783,167.62739998234306,-168.81807111111115,-211.99867555555554
