KNN,SupportVectorRegression,ARIMA,XGBoost,ExtraTrees,BayesianRidge,LinearRegression,Ridge,ElasticNet,DecisionTree,LSTM,Lasso,GRU,MLP
199.78331925348812,-346.77989196270846,-33.37910377197295,121.41080080000029,-41.12499999999818,134.50988861904807,1220.7248215445225,141.67294536038116,141.67294536038116,-200.14999999999964,-191.62099999999919,187.7410860458849,-159.47839999999997,-185.14629999999943
178.92157468580444,-15.772330378000333,266.1568099622964,42.15351560000181,40.662619047622684,-259.1566139830293,225.68094586673942,-87.8553152782979,-87.8553152782979,211.73000000000047,-123.20049999999992,53.13976856473255,-121.09450000000015,-140.75800000000072
136.04514494522027,130.71845589047916,179.89277113945718,182.36851560000196,107.3508333333375,-297.68510041918034,-357.95166631974007,-193.07497547726325,-193.07497547726325,41.590000000000146,-181.40639999999985,130.15420649942553,-151.61300000000028,-195.91859999999997
131.17253095876003,236.0328895215016,-520.8754744581229,249.36328119999962,94.45928571428976,-53.244551551745644,71.65484181179363,-105.53989704319338,-105.53989704319338,75.94999999999982,-243.3163999999997,14.633371510798497,-183.97749999999996,-252.90530000000035
253.63805204060554,175.99922555191642,-125.75221296519976,339.4055859,151.1992857142859,167.0202455552544,-110.38207734448861,144.67778902090686,144.67778902090686,183.4300000000003,-127.90399999999954,272.49290617158476,-53.31199999999899,-137.3109999999997
0.6255857210253453,37.065838077928674,-107.08496078012467,-162.18494139999893,-47.683412698409484,-33.89350124667453,-632.3029441544995,106.86354850007865,106.86354850007865,-83.05000000000018,-353.14900000000034,442.01758930333835,-236.4399999999996,-357.1750000000002
-7.0999211748066955,-293.3990657987597,-455.15115614284423,256.06982419999986,-31.70422619047622,306.6543859958938,27.06573859987384,299.8640593985683,299.8640593985683,-32.13000000000011,-364.09670000000006,407.5124504816822,-287.3209999999999,-387.39999999999964
-381.247382498731,-255.92537267037642,-348.6388159267126,-461.0802733999999,-466.8082142857147,-406.06399334798334,-1028.0284147764378,-401.2018449463212,-401.2018449463212,-411.8000000000002,-775.4530000000004,-199.98553782389172,-709.7462999999998,-802.3063000000002
-214.91278724994663,139.6366153398294,-384.2478741456416,-243.06246089999968,-228.27250000000276,40.89763894234875,169.98273572318158,15.129885403855951,15.129885403855951,-219.47000000000025,-371.16600000000017,78.74434323289552,-440.1239999999998,-447.02199999999993
-403.85192180397826,-487.8474878465031,-31.817029922863185,-293.00494139999955,-418.38190476190266,-346.73550254672773,-340.5106322962374,-434.59978177157336,-434.59978177157336,-540.8180000000002,-513.0099999999993,-282.77277941238754,-563.8413999999993,-566.7143999999998
-299.65965941714694,10.074591917067664,100.98912044808003,-104.8337891000001,-145.38234126984116,-150.5490860550026,216.02147145425715,-103.55615524521818,-103.55615524521818,-156.65999999999985,-316.14999999999964,38.93871022037456,-410.46399999999994,-383.0114999999996
-155.24971813969387,160.2454287044029,251.66099118611237,-58.50939449999987,-55.792797619043995,-157.20176558269213,-336.7977641938878,-183.5186185881421,-183.5186185881421,-118.59000000000015,-69.65250000000015,-114.59282826518302,-213.22130000000016,-168.20600000000013
37.1876625289251,52.98466762896987,154.2886334334753,135.26500000000033,84.55273809524078,53.5140152161257,-419.49764899236015,-69.75243645776845,-69.75243645776845,111.60000000000036,21.98030000000017,194.75068348346485,-112.59439999999995,-63.47900000000027
418.88526674015156,164.036193840353,499.74198247354616,416.17236330000014,418.66239342403424,464.09090017926246,181.56782888245198,467.76537753708635,467.76537753708635,411.8000000000002,342.27540000000045,512.2645488259204,229.9949999999999,274.78999999999996
911.9196985689359,584.3162486298379,408.8667940184232,829.3358983999997,653.1241666666674,858.1881377415402,981.8495934648499,912.8874754795788,912.8874754795788,791.4499999999998,511.6959999999999,1005.4317732285717,554.5690000000004,516.2084999999997
708.1125266029712,507.44212375888674,-317.87520142855465,396.8761913999988,150.78952380952524,828.5742372623054,1595.963803221689,858.3868981995447,858.3868981995447,49.73999999999978,238.0045999999993,926.3085290201661,338.71849999999995,229.29029999999966
769.6710059262823,798.8641409812826,-206.8443496190248,75.48792969999886,307.6483730158716,316.01228511143563,627.9363555234595,252.5680938276755,252.5680938276755,1010.2799999999997,182.66029999999955,280.0412723792133,261.16219999999976,135.3213999999998
429.1989416415845,205.73489526015237,-96.56955938113424,424.0655468999985,99.95761904762185,-61.00757754224196,-56.729603285295525,119.61248619655908,119.61248619655908,-294.58500000000004,-139.1786000000002,-55.84850588577865,-26.109999999999673,-192.76749999999993
350.5515973138554,124.90306547679029,181.39421259211576,275.9032811999987,264.0168253968259,318.2387661488319,247.16295952763448,372.16892641180493,372.16892641180493,51.06999999999971,-94.39459999999963,122.77168907893702,-24.795399999999972,-173.22659999999996
275.7961060503294,23.18983711047622,148.05149645491292,360.36011719999897,400.7364285714293,150.69499289583746,123.7448358637148,81.17383955307014,81.17383955307014,282.5,-207.08470000000034,212.79672285408287,-114.39570000000003,-277.91400000000067
548.1969773912306,135.07382725881325,126.10802039997907,949.3536523000012,564.050174603176,513.1558237294066,650.1944743687336,577.180581470182,577.180581470182,925.0899999999992,25.628600000000006,592.2378467556055,122.51139999999941,-41.456999999999425
1038.8509788512629,648.8385244607625,382.2772675663409,692.2778125000004,873.4142857142915,1017.9773068585664,382.50170058137974,952.5467196334157,952.5467196334157,1004.9800000000005,561.1170000000002,1033.5445068554218,701.2026000000005,505.41300000000047
639.3388043163359,978.1782684777736,-419.36171271138574,273.55259769999884,515.3657142857155,494.86753193549976,37.71289293994869,460.9190766416241,460.9190766416241,594.0500000000002,2.199000000000524,496.7502017950146,173.82500000000073,-74.71399999999903
215.60595264012954,445.7904950757593,-582.4318434456654,52.13126949999878,248.46571428571315,-117.25539340738396,-515.9521597432649,4.705412922285177,4.705412922285177,532.29,-308.0580000000009,150.64788427634176,-173.69400000000041,-408.7399999999998
262.93031699727453,83.43268086942135,117.92521178492098,175.4797266000005,41.67547619047764,-86.73809024620277,-486.9407936201769,169.20155487672855,169.20155487672855,-259.2600000000002,-67.96399999999994,83.76317535005273,26.514000000000124,-177.03800000000047
380.9901906393052,-186.1981358012672,184.12967761066466,176.41855469999882,237.63916666666591,50.50154656786981,-132.4938063021691,230.1272760005004,230.1272760005004,838.0199999999995,-190.35100000000057,242.26972130141075,-47.59100000000035,-270.85499999999956
133.58162742339755,353.8066225667935,-373.063554666247,233.42093749999913,291.619047619045,25.483179081858907,315.1319555972077,171.76816633819817,171.76816633819817,266.8799999999992,-240.3640000000014,439.1842007719706,-86.15300000000207,-309.70700000000033
31.282192358122302,48.126496980084084,-443.3758495970269,518.0600781000012,295.59126190476127,62.6995387367424,79.30935233482523,192.67863604160084,192.67863604160084,671.114999999998,-338.8240000000005,461.6167892474614,-175.02000000000044,-397.09200000000055
